lip,station,lateral,x,y,z,nx,ny,nz,collider
213,253,7,918.701,117.863,-85.563,-0.246,0.969,-0.034,Ground_Mountain_1_1
213,253,16,919.565,109.632,-94.521,0.103,0.531,-0.841,Ground_Mountain_1_1
213,255,-16,918.461,112.910,-62.480,-0.169,0.770,0.615,Ground_Mountain_1_2
213,255,-7,919.300,118.336,-71.441,-0.255,0.962,0.101,Ground_Mountain_1_1
213,255,0,919.953,118.405,-78.410,-0.257,0.966,-0.024,Ground_Mountain_1_1
213,255,7,920.605,118.360,-85.380,-0.244,0.969,-0.047,Ground_Mountain_1_1
213,255,16,921.444,109.546,-94.341,0.089,0.508,-0.857,Ground_Mountain_1_1
213,257,-16,920.383,113.108,-62.300,-0.154,0.735,0.661,Ground_Mountain_1_2
213,257,-7,921.222,118.848,-71.261,-0.259,0.963,0.079,Ground_Mountain_1_1
213,257,0,921.874,118.929,-78.230,-0.261,0.965,-0.024,Ground_Mountain_1_1
213,257,7,922.527,118.867,-85.200,-0.241,0.968,-0.065,Ground_Mountain_1_1
213,257,16,923.366,109.540,-94.161,0.071,0.490,-0.869,Ground_Mountain_1_1
213,259,-16,922.342,113.381,-62.121,-0.190,0.718,0.669,Ground_Mountain_1_2
213,259,-7,923.159,119.380,-71.084,-0.281,0.959,0.037,Ground_Mountain_1_1
213,259,0,923.795,119.458,-78.055,-0.264,0.964,-0.024,Ground_Mountain_1_1
213,259,7,924.431,119.377,-85.026,-0.238,0.967,-0.089,Ground_Mountain_1_1
213,259,16,925.249,109.630,-93.989,0.051,0.521,-0.852,Ground_Mountain_1_1
213,261,-16,924.295,113.750,-61.946,-0.227,0.731,0.644,Ground_Mountain_1_2
213,261,-7,925.094,119.923,-70.911,-0.280,0.960,0.019,Ground_Mountain_1_1
213,261,0,925.716,119.989,-77.883,-0.265,0.964,-0.024,Ground_Mountain_1_1
213,261,7,926.338,119.895,-84.855,-0.233,0.965,-0.118,Ground_Mountain_1_1
213,261,16,927.137,109.808,-93.820,0.019,0.497,-0.868,Ground_Mountain_1_1
213,263,-16,926.242,114.198,-61.775,-0.227,0.721,0.654,Ground_Mountain_1_2
213,263,-7,927.026,120.469,-70.741,-0.277,0.961,0.004,Ground_Mountain_1_1
213,263,0,927.637,120.520,-77.714,-0.265,0.964,-0.024,Ground_Mountain_1_1
213,263,7,928.247,120.420,-84.687,-0.227,0.962,-0.150,Ground_Mountain_1_1
213,263,16,929.031,110.123,-93.653,-0.011,0.477,-0.879,Ground_Mountain_1_1
213,265,-16,928.184,114.650,-61.606,-0.225,0.714,0.663,Ground_Mountain_1_2
213,265,-7,928.957,121.014,-70.573,-0.274,0.962,-0.008,Ground_Mountain_1_1
213,265,0,929.558,121.049,-77.547,-0.263,0.965,-0.023,Ground_Mountain_1_1
213,265,7,930.159,120.953,-84.522,-0.218,0.958,-0.187,Ground_Mountain_1_1
213,265,16,930.932,110.501,-93.488,-0.013,0.467,-0.884,Ground_Mountain_1_1
213,267,-16,930.123,115.094,-61.440,-0.222,0.708,0.671,Ground_Mountain_1_2
213,267,-7,930.887,121.554,-70.408,-0.266,0.964,-0.016,Ground_Mountain_1_1
213,267,0,931.482,121.573,-77.382,-0.260,0.965,-0.022,Ground_Mountain_1_1
213,267,7,932.076,121.493,-84.357,-0.208,0.951,-0.228,Ground_Mountain_1_1
213,267,16,932.840,110.886,-93.325,-0.010,0.459,-0.888,Ground_Mountain_1_1
213,269,-16,932.058,115.530,-61.276,-0.218,0.701,0.679,Ground_Mountain_1_2
213,269,-7,932.817,122.082,-70.244,-0.259,0.966,-0.020,Ground_Mountain_1_1
213,269,0,933.407,122.090,-77.219,-0.256,0.966,-0.021,Ground_Mountain_1_1
213,269,7,933.997,122.040,-84.194,-0.249,0.931,-0.268,Ground_Mountain_1_1
213,269,16,934.756,111.269,-93.162,-0.006,0.452,-0.892,Ground_Mountain_1_1
213,271,-16,933.990,115.956,-61.112,-0.204,0.697,0.687,Ground_Mountain_1_2
213,271,-7,934.746,122.596,-70.080,-0.250,0.968,-0.021,Ground_Mountain_1_1
213,271,0,935.334,122.597,-77.056,-0.251,0.968,-0.021,Ground_Mountain_1_1
213,271,7,935.922,122.589,-84.031,-0.240,0.918,-0.314,Ground_Mountain_1_1
213,271,16,936.679,111.648,-92.999,-0.002,0.445,-0.895,Ground_Mountain_1_1
213,273,-16,935.921,116.372,-60.949,-0.200,0.691,0.694,Ground_Mountain_1_2
213,273,-7,936.677,123.072,-69.918,-0.236,0.948,0.214,Ground_Mountain_1_2
213,273,0,937.265,123.092,-76.893,-0.244,0.970,-0.020,Ground_Mountain_1_1
213,273,7,937.853,123.092,-83.868,-0.245,0.969,-0.021,Ground_Mountain_1_1
213,273,16,938.609,112.021,-92.836,0.002,0.439,-0.898,Ground_Mountain_1_1
213,275,-16,937.854,116.775,-60.786,-0.197,0.686,0.700,Ground_Mountain_1_2
213,275,-7,938.611,123.521,-69.754,-0.230,0.956,0.182,Ground_Mountain_1_2
213,275,0,939.200,123.573,-76.730,-0.236,0.972,-0.019,Ground_Mountain_1_1
213,275,7,939.788,123.561,-83.705,-0.239,0.971,-0.028,Ground_Mountain_1_1
213,275,16,940.545,112.386,-92.673,0.007,0.433,-0.901,Ground_Mountain_1_1
213,277,-16,939.787,117.164,-60.623,-0.193,0.682,0.706,Ground_Mountain_1_2
213,277,-7,940.547,123.963,-69.590,-0.222,0.963,0.151,Ground_Mountain_1_2
213,277,0,941.138,124.037,-76.565,-0.227,0.974,-0.018,Ground_Mountain_1_1
213,277,7,941.729,124.007,-83.540,-0.228,0.973,-0.039,Ground_Mountain_1_1
213,277,16,942.490,112.741,-92.508,0.012,0.428,-0.904,Ground_Mountain_1_1
213,279,-16,941.719,117.538,-60.458,-0.189,0.678,0.711,Ground_Mountain_1_2
213,279,-7,942.485,124.396,-69.425,-0.212,0.970,0.122,Ground_Mountain_1_2
213,279,0,943.081,124.480,-76.400,-0.216,0.976,-0.018,Ground_Mountain_1_1
213,279,7,943.677,124.428,-83.374,-0.217,0.975,-0.055,Ground_Mountain_1_1
213,279,16,944.444,113.087,-92.342,0.005,0.418,-0.908,Ground_Mountain_1_1
213,281,-16,943.651,117.896,-60.292,-0.184,0.674,0.715,Ground_Mountain_1_2
213,281,-7,944.426,124.815,-69.258,-0.200,0.975,0.094,Ground_Mountain_1_2
213,281,0,945.030,124.901,-76.232,-0.203,0.979,-0.018,Ground_Mountain_1_1
213,281,7,945.633,124.826,-83.206,-0.205,0.976,-0.077,Ground_Mountain_1_1
213,281,16,946.409,113.421,-92.173,0.011,0.415,-0.910,Ground_Mountain_1_1
213,283,-16,945.583,118.236,-60.124,-0.179,0.672,0.719,Ground_Mountain_1_2
213,283,-7,946.370,125.216,-69.089,-0.187,0.980,0.069,Ground_Mountain_1_2
213,283,0,946.983,125.293,-76.062,-0.189,0.982,-0.016,Ground_Mountain_1_1
213,283,7,947.596,125.201,-83.035,-0.191,0.976,-0.103,Ground_Mountain_1_1
213,283,16,948.384,113.738,-92.001,0.018,0.411,-0.911,Ground_Mountain_1_1
213,285,-16,947.514,118.563,-59.953,-0.181,0.693,0.698,Ground_Mountain_1_2
213,285,-7,948.317,125.596,-68.917,-0.174,0.984,0.047,Ground_Mountain_1_2
213,285,0,948.941,125.661,-75.889,-0.177,0.984,-0.016,Ground_Mountain_1_1
213,285,7,949.566,125.555,-82.862,-0.178,0.975,-0.136,Ground_Mountain_1_1
213,285,16,950.369,114.010,-91.826,0.025,0.435,-0.900,Ground_Mountain_1_1
213,287,-16,949.442,118.884,-59.780,-0.178,0.688,0.704,Ground_Mountain_1_2
213,287,-7,950.263,125.959,-68.743,-0.175,0.984,0.026,Ground_Mountain_1_2
213,287,0,950.902,126.014,-75.714,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,287,7,951.541,125.902,-82.684,-0.170,0.970,-0.176,Ground_Mountain_1_1
213,287,16,952.362,114.274,-91.647,0.029,0.430,-0.903,Ground_Mountain_1_1
213,289,-16,951.403,119.204,-59.601,-0.178,0.683,0.708,Ground_Mountain_1_2
213,289,-7,952.224,126.328,-68.563,-0.175,0.985,0.009,Ground_Mountain_1_2
213,289,0,952.863,126.363,-75.534,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,289,7,953.502,126.253,-82.505,-0.168,0.961,-0.221,Ground_Mountain_1_1
213,289,16,954.323,114.532,-91.467,0.033,0.424,-0.905,Ground_Mountain_1_1
213,291,-16,953.326,119.513,-59.420,-0.178,0.678,0.713,Ground_Mountain_1_2
213,291,-7,954.169,126.694,-68.381,-0.175,0.985,-0.005,Ground_Mountain_1_2
213,291,0,954.824,126.712,-75.350,-0.174,0.985,-0.016,Ground_Mountain_1_1
213,291,7,955.479,126.624,-82.319,-0.166,0.949,-0.270,Ground_Mountain_1_1
213,291,16,956.321,114.798,-91.280,0.037,0.419,-0.907,Ground_Mountain_1_1
213,293,-16,955.244,119.816,-59.236,-0.169,0.670,0.723,Ground_Mountain_1_2
213,293,-7,956.110,127.056,-68.194,-0.175,0.984,-0.014,Ground_Mountain_1_2
213,293,0,956.784,127.061,-75.161,-0.174,0.985,-0.017,Ground_Mountain_1_1
213,293,7,957.458,127.018,-82.129,-0.164,0.931,-0.326,Ground_Mountain_1_1
213,293,16,958.324,115.065,-91.087,0.041,0.414,-0.909,Ground_Mountain_1_1
213,295,-16,957.155,120.110,-59.047,-0.170,0.666,0.727,Ground_Mountain_1_2
213,295,-7,958.049,127.411,-68.003,-0.176,0.984,-0.018,Ground_Mountain_1_2
213,295,0,958.744,127.410,-74.968,-0.174,0.985,-0.017,Ground_Mountain_1_1
213,295,7,959.439,127.410,-81.933,-0.171,0.985,-0.016,Ground_Mountain_1_1
213,295,16,960.333,115.334,-90.889,0.045,0.409,-0.911,Ground_Mountain_1_1
213,297,-16,959.060,120.402,-58.854,-0.170,0.660,0.732,Ground_Mountain_1_2
213,297,-7,959.984,127.715,-67.806,-0.218,0.955,0.201,Ground_Mountain_1_2
213,297,0,960.703,127.760,-74.769,-0.174,0.985,-0.018,Ground_Mountain_1_1
213,297,7,961.422,127.746,-81.732,-0.163,0.986,-0.019,Ground_Mountain_1_1
213,297,16,962.346,115.604,-90.684,0.049,0.404,-0.913,Ground_Mountain_1_1
213,299,-16,960.958,120.687,-58.655,-0.174,0.655,0.735,Ground_Mountain_1_2
213,299,-7,961.916,128.034,-67.604,-0.218,0.963,0.157,Ground_Mountain_1_2
213,299,0,962.661,128.110,-74.564,-0.174,0.985,-0.019,Ground_Mountain_1_1
213,299,7,963.406,128.071,-81.524,-0.155,0.988,-0.028,Ground_Mountain_1_1
213,299,16,964.364,115.876,-90.473,0.053,0.400,-0.915,Ground_Mountain_1_1
213,301,-16,962.850,120.971,-58.450,-0.177,0.651,0.738,Ground_Mountain_1_2
213,301,-7,963.845,128.369,-67.395,-0.217,0.970,0.115,Ground_Mountain_1_2
213,301,0,964.619,128.460,-74.352,-0.174,0.985,-0.019,Ground_Mountain_1_1
213,301,7,965.393,128.390,-81.309,-0.172,0.982,-0.073,Ground_Mountain_1_1
213,301,16,966.388,116.151,-90.254,0.046,0.392,-0.919,Ground_Mountain_1_1
213,303,-16,964.734,121.252,-58.240,-0.180,0.647,0.741,Ground_Mountain_1_2
213,303,-7,965.770,128.720,-67.180,-0.214,0.974,0.076,Ground_Mountain_1_2
213,303,0,966.576,128.810,-74.133,-0.174,0.984,-0.020,Ground_Mountain_1_1
213,303,7,967.381,128.712,-81.087,-0.171,0.979,-0.110,Ground_Mountain_1_1
213,303,16,968.417,116.434,-90.027,0.054,0.388,-0.920,Ground_Mountain_1_1
213,305,-16,966.611,121.530,-58.022,-0.184,0.643,0.744,Ground_Mountain_1_2
213,305,-7,967.692,129.083,-66.957,-0.210,0.977,0.042,Ground_Mountain_1_2
213,305,0,968.532,129.161,-73.907,-0.174,0.984,-0.020,Ground_Mountain_1_1
213,305,7,969.372,129.042,-80.856,-0.170,0.973,-0.159,Ground_Mountain_1_1
213,305,16,970.452,116.670,-89.791,0.064,0.411,-0.909,Ground_Mountain_1_1
213,307,-16,968.566,121.831,-57.786,-0.194,0.658,0.727,Ground_Mountain_1_2
213,307,-7,969.646,129.462,-66.721,-0.205,0.979,0.013,Ground_Mountain_1_2
213,307,0,970.486,129.512,-73.670,-0.174,0.984,-0.021,Ground_Mountain_1_1
213,307,7,971.327,129.381,-80.620,-0.167,0.961,-0.218,Ground_Mountain_1_1
213,307,16,972.407,116.900,-89.555,0.070,0.404,-0.912,Ground_Mountain_1_1
213,309,-16,970.434,122.115,-57.551,-0.197,0.650,0.734,Ground_Mountain_1_2
213,309,-7,971.562,129.837,-66.480,-0.198,0.980,-0.012,Ground_Mountain_1_2
213,309,0,972.440,129.864,-73.425,-0.174,0.984,-0.022,Ground_Mountain_1_1
213,309,7,973.317,129.755,-80.370,-0.164,0.944,-0.288,Ground_Mountain_1_1
213,309,16,974.446,117.145,-89.299,0.077,0.398,-0.914,Ground_Mountain_1_1
213,311,-16,972.294,122.391,-57.307,-0.201,0.642,0.740,Ground_Mountain_1_2
213,311,-7,973.474,130.206,-66.229,-0.186,0.982,-0.021,Ground_Mountain_1_2
213,311,0,974.392,130.216,-73.169,-0.174,0.984,-0.023,Ground_Mountain_1_1
213,311,7,975.310,130.171,-80.109,-0.159,0.918,-0.363,Ground_Mountain_1_1
213,311,16,976.490,117.395,-89.031,0.084,0.392,-0.916,Ground_Mountain_1_1
213,313,-16,974.145,122.660,-57.054,-0.206,0.634,0.745,Ground_Mountain_1_2
213,313,-7,975.381,130.555,-65.969,-0.173,0.941,0.290,Ground_Mountain_1_2
213,313,0,976.342,130.568,-72.902,-0.174,0.984,-0.024,Ground_Mountain_1_1
213,313,7,977.304,130.560,-79.836,-0.168,0.985,-0.024,Ground_Mountain_1_1
213,313,16,978.540,117.650,-88.751,0.090,0.386,-0.918,Ground_Mountain_1_1
537,457,-16,1034.643,146.480,24.601,-0.485,0.822,-0.299,Ground_Mountain_2_2
537,457,-7,1043.553,150.526,25.870,-0.074,0.988,-0.134,Ground_Mountain_2_2
537,457,0,1050.483,150.570,26.858,0.016,0.991,-0.130,Ground_Mountain_2_2
537,457,7,1057.413,150.542,27.845,0.040,0.994,-0.104,Ground_Mountain_2_2
537,457,16,1066.323,142.361,29.114,0.856,0.517,0.006,Ground_Mountain_2_2
537,459,-16,1034.396,146.925,26.265,-0.461,0.833,-0.306,Ground_Mountain_2_2
537,459,-7,1043.281,150.791,27.701,-0.036,0.990,-0.140,Ground_Mountain_2_2
537,459,0,1050.191,150.835,28.818,0.019,0.991,-0.135,Ground_Mountain_2_2
537,459,7,1057.101,150.786,29.935,0.068,0.993,-0.097,Ground_Mountain_2_2
537,459,16,1065.986,142.867,31.371,0.825,0.565,0.016,Ground_Mountain_2_3
537,461,-16,1034.132,147.342,27.801,-0.461,0.833,-0.306,Ground_Mountain_2_2
537,461,-7,1042.976,151.077,29.471,-0.002,0.989,-0.148,Ground_Mountain_2_2
537,461,0,1049.855,151.112,30.770,0.031,0.990,-0.138,Ground_Mountain_2_3
537,461,7,1056.733,151.048,32.069,0.110,0.986,-0.124,Ground_Mountain_2_3
537,461,16,1065.577,143.349,33.739,0.825,0.565,0.032,Ground_Mountain_2_3
537,463,-16,1033.836,147.774,29.229,-0.378,0.857,-0.351,Ground_Mountain_2_2
537,463,-7,1042.620,151.391,31.186,-0.002,0.981,-0.195,Ground_Mountain_2_3
537,463,0,1049.453,151.397,32.708,0.036,0.990,-0.139,Ground_Mountain_2_3
537,463,7,1056.286,151.351,34.230,0.170,0.978,-0.123,Ground_Mountain_2_3
537,463,16,1065.070,143.870,36.187,0.823,0.564,0.069,Ground_Mountain_2_3
537,465,-16,1033.480,148.226,30.672,-0.344,0.872,-0.349,Ground_Mountain_2_3
537,465,-7,1042.200,151.691,32.898,0.041,0.986,-0.162,Ground_Mountain_2_3
537,465,0,1048.982,151.687,34.630,0.036,0.989,-0.143,Ground_Mountain_2_3
537,465,7,1055.765,151.676,36.361,0.063,0.993,-0.105,Ground_Mountain_2_3
537,465,16,1064.485,144.418,38.588,0.821,0.565,0.083,Ground_Mountain_2_3
537,467,-16,1033.068,148.651,32.127,-0.340,0.863,-0.374,Ground_Mountain_2_3
537,467,-7,1041.719,151.979,34.606,0.013,0.988,-0.155,Ground_Mountain_2_3
537,467,0,1048.448,151.979,36.535,0.041,0.989,-0.142,Ground_Mountain_2_3
537,467,7,1055.177,151.947,38.463,0.063,0.990,-0.130,Ground_Mountain_2_3
537,467,16,1063.829,144.975,40.943,0.788,0.607,0.103,Ground_Mountain_2_3
537,469,-16,1032.734,148.982,33.192,-0.340,0.863,-0.374,Ground_Mountain_2_3
537,469,-7,1041.240,152.231,36.134,0.013,0.981,-0.193,Ground_Mountain_2_3
537,469,0,1047.855,152.276,38.422,0.051,0.989,-0.141,Ground_Mountain_2_3
537,469,7,1054.471,152.259,40.709,0.119,0.985,-0.128,Ground_Mountain_2_3
537,469,16,1062.977,145.598,43.651,0.789,0.604,0.114,Ground_Mountain_2_3
537,471,-16,1032.217,149.421,34.688,-0.332,0.867,-0.371,Ground_Mountain_2_3
537,471,-7,1040.647,152.553,37.838,0.053,0.987,-0.153,Ground_Mountain_2_3
537,471,0,1047.205,152.577,40.289,0.051,0.989,-0.142,Ground_Mountain_2_3
537,471,7,1053.762,152.580,42.739,0.062,0.992,-0.109,Ground_Mountain_2_3
537,471,16,1062.192,146.176,45.889,0.786,0.607,0.117,Ground_Mountain_2_3
537,473,-16,1031.653,149.880,36.187,-0.260,0.884,-0.389,Ground_Mountain_2_3
537,473,-7,1040.007,152.866,39.534,0.053,0.985,-0.163,Ground_Mountain_2_3
537,473,0,1046.505,152.878,42.138,0.054,0.989,-0.140,Ground_Mountain_2_3
537,473,7,1053.003,152.870,44.741,0.062,0.988,-0.140,Ground_Mountain_2_3
537,473,16,1061.357,146.706,48.089,0.755,0.641,0.139,Ground_Mountain_2_3
537,475,-16,1031.044,150.359,37.691,-0.256,0.886,-0.386,Ground_Mountain_2_3
537,475,-7,1039.322,153.155,41.223,0.037,0.988,-0.151,Ground_Mountain_2_3
537,475,0,1045.761,153.180,43.969,0.060,0.988,-0.140,Ground_Mountain_2_3
537,475,7,1052.199,153.174,46.716,0.137,0.983,-0.125,Ground_Mountain_2_3
537,475,16,1060.478,147.270,50.248,0.754,0.640,0.149,Ground_Mountain_2_3
537,477,-16,1030.394,150.816,39.195,-0.257,0.889,-0.380,Ground_Mountain_2_3
537,477,-7,1038.596,153.460,42.901,0.037,0.984,-0.173,Ground_Mountain_2_3
537,477,0,1044.975,153.484,45.783,0.063,0.988,-0.138,Ground_Mountain_2_3
537,477,7,1051.354,153.487,48.665,0.104,0.991,-0.081,Ground_Mountain_2_3
537,477,16,1059.555,147.818,52.371,0.722,0.676,0.150,Ground_Mountain_2_3
537,479,-16,1029.703,151.277,40.703,-0.174,0.912,-0.373,Ground_Mountain_2_3
537,479,-7,1037.829,153.770,44.571,0.052,0.988,-0.148,Ground_Mountain_2_3
537,479,0,1044.150,153.788,47.579,0.063,0.988,-0.139,Ground_Mountain_2_3
537,479,7,1050.470,153.763,50.588,0.103,0.987,-0.126,Ground_Mountain_2_3
537,479,16,1058.596,148.367,54.456,0.724,0.671,0.159,Ground_Mountain_2_3
537,481,-16,1028.975,151.753,42.208,-0.174,0.912,-0.371,Ground_Mountain_2_3
537,481,-7,1037.027,154.067,46.230,0.052,0.984,-0.169,Ground_Mountain_2_3
537,481,0,1043.289,154.093,49.359,0.068,0.988,-0.136,Ground_Mountain_2_3
537,481,7,1049.551,154.085,52.487,0.100,0.990,-0.097,Ground_Mountain_2_3
537,481,16,1057.602,148.917,56.509,0.694,0.700,0.166,Ground_Mountain_2_3
537,483,-16,1028.211,152.220,43.717,-0.174,0.912,-0.371,Ground_Mountain_2_3
537,483,-7,1036.189,154.394,47.882,0.077,0.986,-0.145,Ground_Mountain_2_3
537,483,0,1042.395,154.397,51.121,0.068,0.988,-0.136,Ground_Mountain_2_3
537,483,7,1048.600,154.375,54.361,0.100,0.987,-0.123,Ground_Mountain_2_3
537,483,16,1056.578,149.455,58.526,0.694,0.701,0.165,Ground_Mountain_2_3
537,485,-16,1027.415,152.692,45.221,-0.112,0.928,-0.355,Ground_Mountain_2_3
537,485,-7,1035.321,154.684,49.522,0.055,0.988,-0.143,Ground_Mountain_2_3
537,485,0,1041.469,154.701,52.868,0.073,0.988,-0.133,Ground_Mountain_2_3
537,485,7,1047.618,154.696,56.214,0.074,0.989,-0.125,Ground_Mountain_2_3
537,485,16,1055.523,149.997,60.516,0.666,0.726,0.171,Ground_Mountain_2_3
537,487,-16,1026.587,153.161,46.725,-0.112,0.931,-0.347,Ground_Mountain_2_3
537,487,-7,1034.421,154.989,51.154,0.055,0.986,-0.158,Ground_Mountain_2_3
537,487,0,1040.515,155.004,54.599,0.073,0.989,-0.131,Ground_Mountain_2_3
537,487,7,1046.608,154.979,58.045,0.114,0.987,-0.117,Ground_Mountain_2_3
537,487,16,1054.443,150.531,62.474,0.667,0.727,0.165,Ground_Mountain_2_3
537,489,-16,1025.729,153.625,48.226,-0.073,0.939,-0.335,Ground_Mountain_2_3
537,489,-7,1033.494,155.296,52.777,0.077,0.987,-0.138,Ground_Mountain_2_3
537,489,0,1039.533,155.306,56.316,0.076,0.989,-0.130,Ground_Mountain_2_3
537,489,7,1045.573,155.299,59.855,0.082,0.990,-0.117,Ground_Mountain_2_3
537,489,16,1053.338,151.057,64.405,0.631,0.759,0.159,Ground_Mountain_2_3
537,491,-16,1024.841,154.086,49.728,-0.063,0.943,-0.326,Ground_Mountain_2_3
537,491,-7,1032.539,155.598,54.390,0.077,0.987,-0.142,Ground_Mountain_2_3
537,491,0,1038.526,155.607,58.017,0.076,0.989,-0.127,Ground_Mountain_2_3
537,491,7,1044.514,155.598,61.644,0.135,0.988,-0.069,Ground_Mountain_2_3
537,491,16,1052.211,151.590,66.307,0.641,0.751,0.161,Ground_Mountain_2_3
537,493,-16,1023.929,154.527,51.222,-0.011,0.949,-0.314,Ground_Mountain_2_3
537,493,-7,1031.560,155.895,55.994,0.055,0.988,-0.142,Ground_Mountain_2_3
537,493,0,1037.496,155.905,59.705,0.079,0.989,-0.127,Ground_Mountain_2_3
537,493,7,1043.431,155.896,63.416,0.095,0.990,-0.104,Ground_Mountain_2_3
537,493,16,1051.062,152.095,68.187,0.604,0.782,0.156,Ground_Mountain_2_3
537,495,-16,1022.990,154.996,52.717,-0.011,0.955,-0.297,Ground_Mountain_2_3
537,495,-7,1030.557,156.198,57.589,0.085,0.988,-0.126,Ground_Mountain_2_3
537,495,0,1036.443,156.203,61.379,0.079,0.989,-0.126,Ground_Mountain_2_3
537,495,7,1042.328,156.203,65.168,0.094,0.989,-0.118,Ground_Mountain_2_3
537,495,16,1049.895,152.619,70.040,0.567,0.811,0.143,Ground_Mountain_2_3
537,497,-16,1022.028,155.441,54.206,-0.003,0.964,-0.265,Ground_Mountain_2_3
537,497,-7,1029.532,156.489,59.175,0.074,0.989,-0.131,Ground_Mountain_2_3
537,497,0,1035.368,156.498,63.040,0.081,0.989,-0.123,Ground_Mountain_2_3
537,497,7,1041.205,156.501,66.905,0.115,0.990,-0.083,Ground_Mountain_2_3
537,497,16,1048.709,153.110,71.874,0.578,0.800,0.161,Ground_Mountain_2_3
537,499,-16,1021.041,155.886,55.694,0.036,0.964,-0.265,Ground_Mountain_2_3
537,499,-7,1028.485,156.779,60.753,0.074,0.988,-0.135,Ground_Mountain_2_3
537,499,0,1034.274,156.792,64.688,0.081,0.989,-0.121,Ground_Mountain_2_3
537,499,7,1040.064,156.792,68.623,0.115,0.988,-0.105,Ground_Mountain_2_3
537,499,16,1047.507,153.605,73.682,0.544,0.824,0.156,Ground_Mountain_2_3
537,501,-16,1020.035,156.316,57.175,0.036,0.967,-0.254,Ground_Mountain_2_3
537,501,-7,1027.418,157.073,62.321,0.074,0.988,-0.139,Ground_Mountain_2_3
537,501,0,1033.161,157.084,66.324,0.083,0.990,-0.119,Ground_Mountain_2_3
537,501,7,1038.904,157.080,70.326,0.086,0.989,-0.118,Ground_Mountain_2_3
537,501,16,1046.288,154.103,75.473,0.546,0.826,0.139,Ground_Mountain_2_3
537,503,-16,1018.903,156.797,58.799,0.064,0.971,-0.232,Ground_Mountain_2_3
537,503,-7,1026.287,157.382,63.945,0.088,0.988,-0.124,Ground_Mountain_2_3
537,503,0,1032.030,157.373,67.947,0.083,0.990,-0.119,Ground_Mountain_2_3
537,503,7,1037.773,157.370,71.950,0.078,0.990,-0.118,Ground_Mountain_2_3
537,503,16,1045.156,154.538,77.096,0.525,0.838,0.149,Ground_Mountain_2_3
537,505,-16,1017.856,157.216,60.267,0.106,0.973,-0.207,Ground_Mountain_2_3
537,505,-7,1025.182,157.661,65.494,0.086,0.989,-0.117,Ground_Mountain_2_3
537,505,0,1030.881,157.659,69.559,0.083,0.990,-0.117,Ground_Mountain_2_3
537,505,7,1036.579,157.647,73.625,0.108,0.991,-0.082,Ground_Mountain_2_3
537,505,16,1043.906,155.020,78.852,0.489,0.862,0.137,Ground_Mountain_2_3
537,507,-16,1016.791,157.642,61.728,0.106,0.973,-0.207,Ground_Mountain_2_3
537,507,-7,1024.061,157.945,67.034,0.086,0.989,-0.121,Ground_Mountain_2_3
537,507,0,1029.716,157.942,71.160,0.084,0.990,-0.114,Ground_Mountain_2_3
537,507,7,1035.370,157.932,75.286,0.090,0.991,-0.102,Ground_Mountain_2_3
537,507,16,1042.640,155.473,80.592,0.490,0.864,0.119,Ground_Mountain_2_3
537,509,-16,1015.707,158.048,63.187,0.127,0.975,-0.184,Ground_Mountain_2_3
537,509,-7,1022.923,158.224,68.566,0.079,0.990,-0.120,Ground_Mountain_2_3
537,509,0,1028.535,158.223,72.750,0.084,0.990,-0.111,Ground_Mountain_2_3
537,509,7,1034.147,158.214,76.933,0.090,0.991,-0.104,Ground_Mountain_2_3
537,509,16,1041.363,155.930,82.312,0.452,0.886,0.103,Ground_Mountain_2_3
537,511,-16,1014.606,158.451,64.642,0.128,0.979,-0.161,Ground_Mountain_2_3
537,511,-7,1021.769,158.502,70.091,0.085,0.990,-0.112,Ground_Mountain_2_3
537,511,0,1027.340,158.501,74.329,0.084,0.991,-0.109,Ground_Mountain_2_3
537,511,7,1032.911,158.495,78.568,0.087,0.991,-0.105,Ground_Mountain_2_3
537,511,16,1040.074,156.386,84.017,0.474,0.873,0.115,Ground_Mountain_2_3
537,513,-16,1013.488,158.849,66.093,0.158,0.978,-0.136,Ground_Mountain_2_3
537,513,-7,1020.600,158.774,71.609,0.084,0.990,-0.113,Ground_Mountain_2_3
537,513,0,1026.132,158.776,75.899,0.084,0.991,-0.109,Ground_Mountain_2_3
537,513,7,1031.663,158.776,80.188,0.084,0.990,-0.110,Ground_Mountain_2_3
537,513,16,1038.775,156.808,85.704,0.440,0.890,0.118,Ground_Mountain_2_3
537,515,-16,1012.356,159.232,67.538,0.158,0.978,-0.136,Ground_Mountain_2_3
537,515,-7,1019.418,159.060,73.117,0.098,0.988,-0.117,Ground_Mountain_2_3
537,515,0,1024.911,159.060,77.457,0.090,0.990,-0.111,Ground_Mountain_2_3
537,515,7,1030.403,159.056,81.797,0.108,0.990,-0.086,Ground_Mountain_2_3
537,515,16,1037.465,157.238,87.376,0.406,0.908,0.101,Ground_Mountain_2_3
537,517,-16,1011.210,159.632,68.977,0.184,0.975,-0.128,Ground_Mountain_2_3
537,517,-7,1018.224,159.361,74.617,0.098,0.987,-0.124,Ground_Mountain_2_3
537,517,0,1023.679,159.362,79.003,0.104,0.987,-0.124,Ground_Mountain_2_3
537,517,7,1029.134,159.362,83.390,0.109,0.988,-0.106,Ground_Mountain_2_3
